id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
102277,3896,Dragon Ball Z: Sagas,NULL,2005-03-22 00:00:00.000,6,NULL,NULL,NULL,48.7989,42
185498,2577,Dragon Ball Z: Supersonic Warriors 2,NULL,2005-11-17 00:00:00.000,7,NULL,80.0000,1,68.4733,20
180590,79751,Dragon Ball Z: The Legacy of Goku I & II,NULL,2004-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186525,6386,Dragon Ball: Advanced Adventure,NULL,2004-11-18 00:00:00.000,5,NULL,NULL,NULL,80.3014,38
176692,47891,Dragon Booster,NULL,2005-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58339,1824,Dragon Quest Heroes: Rocket Slime,NULL,2005-12-01 00:00:00.000,2,NULL,80.0000,3,79.9947,9
195435,1813,Dragon Quest II: Luminaries of the Legendary Line,NULL,2005-12-31 00:00:00.000,10,NULL,0.0000,1,79.3994,32
194798,11663,Drakengard 2,NULL,2005-06-16 00:00:00.000,5,NULL,63.0000,3,71.0690,13
177525,206922,Dream Life,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164695,4148,Dreamworks' Shark Tale,NULL,2004-09-27 00:00:00.000,3,NULL,56.6667,3,44.0000,4
180917,6390,Drill Dozer,"Doug who is the leader of a bandit gang known as The Red Dozers and also Jill's Father. Doug was ambushed by a rival gang known as the Skullkers. They attacked the Red Dozers to steal the powerful Red Diamond, a gift from Jill's dead mother. To retrieve it, Jill mounts the powerful vehicle, the Drill Dozer.",2005-09-22 00:00:00.000,1,NULL,75.0000,2,72.7428,10
110459,194978,Driv3r,NULL,2005-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107719,5817,Driv3r,NULL,2004-06-21 00:00:00.000,19,NULL,51.0000,8,54.1902,58
7648,124914,Drod 1+2+3,NULL,2005-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152681,9085,DROD: Journey to Rooted Hold,NULL,2005-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159145,44709,DT Racer,NULL,2005-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155069,135883,Duck Guardian One,NULL,2004-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157498,220980,Duck Hunt,NULL,2004-08-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64632,49583,Duel Masters 2 - Kirifuda Shoubu Ver.,NULL,2005-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28967,24257,Duel Masters: Kaijudo Showdown,NULL,2004-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136530,49198,Duel Masters: Sempai Legends,NULL,2004-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163791,49402,Duel Masters: Shadow of the Code,"Recent tournament titles have put you at the top of the competitive circuit. Fans want your autograph, your smiling face adorns many a zine cover, and shop owners argue over who gets to be your sponsor. But all is not well when your pal Shobu goes missing and kids start reporting real-life sightings of famous Duel Masters creatures in town. Winning tournament isn't enough if you want to solve the mystery of missing Shobu.",2005-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162497,74838,Duel Savior Destiny,NULL,2005-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176026,26606,Dungeon Fighter Online,NULL,2005-08-01 00:00:00.000,4,NULL,NULL,NULL,79.5858,5
134073,304,Dungeon Lords,NULL,2005-05-05 00:00:00.000,1,NULL,64.0000,1,NULL,NULL
192886,9269,Dungeon Siege II,NULL,2005-08-16 00:00:00.000,20,NULL,83.0000,5,78.9168,63
172826,674,Dungeons & Dragons: Dragonshard,"Dragonshard takes place in the world of Eberron. In the creation myth of Eberron, the dragon Khyber warred with his sister Siberys and shattered her body to pieces. In his anger, Khyber's brother Eberron wrapped him in his coils, trapping Khyber. The bodies of the three dragons became the three parts of Eberron's world: the surface Eberron, the Ring of Siberys that encircles Eberron, and the underworld of Khyber. The three world parts produce dragonshards, crystal and rock fragments imbued with magic power.

The Heart of Siberys is the largest dragonshard in Eberron. When it fell from the Ring of Siberys to the continent of Xen'drik, it created a storm-swept mountain range known as the Ring of Storms and caused a city to sink into the earth. Its immense magical force caused the natural creatures of the Ring of Storm to evolve into the Lizardfolk. To this day, the Heart draws factions into conflict over control of its power.

In addition to the playable races, Eberron is populated by a number of neutral non-player factions and creatures, including the illithids, longtime foes of the Umbragen, a host of golems constructed by an extinct elven race, ettins, and thri-kreen.

Dragonshard is the first video game set in the D&D campaign setting of Eberron. Eberron's creator Keith Baker wrote the storyline for Dragonshard. However, some discrepancies exist between the game and the canonical Eberron Campaign Setting. Siberys dragonshards should be gold in color, but they are blue in the game. Building new warforged is forbidden under the Treaty of Thronehold that ended the Last War — the only sources for new warforged are Merrix d'Cannith's illegal forge in Sharn and the Lord of Blades' forge in the Mournland. In the game, however, the Order faction can build Warforged Titans.",2005-09-21 00:00:00.000,4,NULL,70.0000,1,81.4554,10
164912,100279,Dynasty Warriors,NULL,2004-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181692,19620,Dynasty Warriors 4: Empires,NULL,2004-10-01 00:00:00.000,1,NULL,67.0000,3,70.0723,6
151027,186120,Dynasty Warriors 4: Hyper,"Dynasty Warriors 4 is set in Ancient China during the time of the Three Kingdoms era. The game begins at the fall of the Han Dynasty, shortly after the death of Emperor Ling when the Yellow Turban Rebellion led by Zhang Jiao begun an uprising against the Empire. A number of elements in the game build on aspects of Chinese Mythology and there is a mix between fact and fiction as the game is built on the story of Romance of the Three Kingdoms.

Many of the locations, characters, and events in Dynasty Warriors 4 are reported to have happened in Chinese history although many have been exaggerated to make the game more appealing to the player. There are also some features that are historically inaccurate such as Zhou Tai’s weapon, a Japanese tachi, as there is no historical record of this kind of weapon being used in that era. The game features environments resembling that of ancient China and various items from the era. Common items throughout the game include Fairy Wine and Dim Sum’s.",2005-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22810,5820,Dynasty Warriors 5,NULL,2005-02-24 00:00:00.000,6,NULL,63.3333,3,64.9701,21
29215,19618,Dynasty Warriors 5: Xtreme Legends,NULL,2005-11-15 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
16448,6394,Dynasty Warriors Advance,NULL,2005-03-24 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
190460,8935,Earth 2160,NULL,2005-08-02 00:00:00.000,NULL,NULL,77.5000,3,53.2915,5
52216,9505,Earth And Sky 3: Luminous Horizon,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175011,213604,Echo Night: The First Voyage,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48352,194809,"Ed, Edd n Eddy: Cul de Sac Smash II - Wheels Of Fury",NULL,2004-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
177641,203096,"Ed, Edd n Eddy: Lunchroom Rumble",NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51353,2722,"Ed, Edd n Eddy: The Mis-Edventures",NULL,2005-09-30 00:00:00.000,2,NULL,74.0000,1,50.6664,9
24619,221862,Eden's Edge,NULL,2005-05-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132800,136767,Ederon Online,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129887,63445,Eien no Aselia Expansion -The Spirit of Eternity Sword-,NULL,2004-08-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176636,18340,Electroplankton,NULL,2005-04-07 00:00:00.000,2,NULL,60.0000,2,61.0259,4
100736,49413,Elemental Gelade: Tozasareshi Uta,NULL,2005-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40149,92708,Elf Bowling 1 & 2,NULL,2005-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179596,49301,Elf: The Movie,NULL,2004-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193437,23786,Elite Warriors: Vietnam,NULL,2005-03-25 00:00:00.000,NULL,NULL,45.5000,2,50.0000,0
159457,46457,Emergency 3,NULL,2005-02-25 00:00:00.000,2,NULL,NULL,NULL,70.0000,2
180709,1608,Empire Earth II,NULL,2005-04-26 00:00:00.000,6,NULL,75.0000,4,69.4045,23
170172,66950,Empire of Atlantis,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67075,146766,Enchanted Words,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98220,92747,Endgame: Singularity,NULL,2005-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156890,43380,Energy Airforce,NULL,2004-10-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7655,92334,England International Football,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155162,19818,Enthusia: Professional Racing,NULL,2005-06-03 00:00:00.000,NULL,NULL,71.0000,3,NULL,NULL
182677,73018,"Erementar Gerad: Matoe, Suifu no Ken",NULL,2005-06-30 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
76181,6989,Espgaluda II,"The game takes place in a fictional land called Soma, three years after a massive war known as the Great Shinra War devastated the land and killed most of its plant life. Humanity is forced to pull their efforts together for the sake of survival and reforestation. Using new found technology, an alchemist named Hiodoshi spearheaded a project called Project Espgaluda, which gathered youths and used them as experimental test subjects for artificial armored wings. They were then called Galuda, named after the mythical bird of legend.

Ageha and Tateha were two of the subjects who escaped during the project. At the end of Espgaluda, they were reunited with their mother and lived peacefully after going into hiding. Espgaluda II begins when they are discovered.",2005-11-25 00:00:00.000,NULL,NULL,83.0000,1,NULL,NULL
66073,43249,ESPN Baseball 2K4,NULL,2004-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84922,5824,ESPN College Hoops 2K5,NULL,2004-11-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
88799,8834,ESPN NBA 2K5,NULL,2004-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184992,7881,ESPN NFL 2K5,NULL,2004-07-20 00:00:00.000,5,NULL,91.5000,3,99.3097,15
80259,5826,ESPN NHL 2K5,NULL,2004-08-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66117,43353,Eternal Quest,NULL,2004-06-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2950,40729,Euchre,NULL,2005-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66385,43298,Euro Rally Champion,NULL,2005-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167795,6399,EverGirl,NULL,2004-10-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64920,18293,EverQuest II,"EverQuest II is set on the fictional world of Norrath five hundred years after the The Planes of Power storyline of the original EverQuest game. The gods withdrew from the world in retaliation for mortal incursions into their planes. On Norrath itself, Dark Elves and the Orcs destroyed much of Faydwer; while the Ogres, Goblins, Orcs, and Giants ravaged Antonica. Transport and communication to the moon Luclin were cut off. The storyline says that 100 years ago, the continent of Antonica was ripped apart into smaller islands, which are now called the Shattered Lands. The oceans became impassible, preventing contact between the continents of Norrath. Fifteen years ago, the moon Luclin exploded, and parts of the shattered moon remain in the sky.

EverQuest II is set in what is called the ""Age of Destiny"" on the world of Norrath, 500 years later than the setting of the original EverQuest. The game world has been drastically affected by several cataclysms (see Story, above) since the original EverQuest. The planes have closed, the gods temporarily left, and the moon Luclin has been destroyed (and partially rained onto the face of Norrath). Remnants from the original EverQuest's Norrath can be found throughout the Shattered Lands. Players can ride trained griffons on predetermined routes over the Shattered Lands, or acquire a horse, flying carpet, warg, rhino or a floating disk so that they can travel more swiftly throughout much of the game world.",2004-11-08 00:00:00.000,2,NULL,80.6667,3,50.0000,3
2303,94573,Every Extend,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6059,73361,Everybody's Golf Portable: Coca Cola Special Edition,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33681,5828,Evil Dead: Regeneration,NULL,2005-09-13 00:00:00.000,8,NULL,65.0000,2,74.9684,9
192634,3081,Evil Genius,NULL,2004-09-28 00:00:00.000,17,NULL,82.5000,4,74.4274,28
183631,9290,eXceed Gun Bullet Children,NULL,2005-12-31 00:00:00.000,3,NULL,NULL,NULL,50.0000,4
158074,85653,Exit,NULL,2005-12-15 00:00:00.000,NULL,NULL,NULL,NULL,53.0000,4
46617,196724,Exmortis,"You wake up in the woods with no memory of how you got there. Nightmares of blood and screams still echo through your mind. It's late and it's cold - unless you can find shelter fast, you won't last the night. You spot a house in a clearing up ahead and left with no choice - you decide to shelter there for the night. Soon after, you begin to realise that death is a welcome choice compared to what lies waiting for you inside...",2004-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163607,19253,EyeToy: AntiGrav,NULL,2004-11-09 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
156796,22250,EyeToy: Groove,NULL,2004-05-21 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
156786,22550,EyeToy: Kinetic,NULL,2005-12-22 00:00:00.000,NULL,NULL,80.0000,2,NULL,NULL
64209,44677,EyeToy: Monkey Mania,NULL,2004-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156764,19842,EyeToy: Play 2,NULL,2005-09-16 00:00:00.000,NULL,NULL,80.0000,3,NULL,NULL
168519,19843,EyeToy: Play 3,NULL,2005-12-09 00:00:00.000,NULL,NULL,50.0000,1,67.7445,8
169454,517,F.E.A.R.,"An unidentified paramilitary force infiltrates a multi-billion dollar aerospace compound, taking hostages but issuing no demands. The government responds by sending in Special Forces, but loses contact as an eerie signal interrupts radio communications. When the interference subsides moments later, the team has been obliterated. As part of a classified strike team created to deal with threats no one else can handle, your mission is simple: Eliminate the intruders at any cost. Determine the origin of the signal. And contain the crisis before it spirals out of control.",2005-10-17 00:00:00.000,138,NULL,80.8571,9,80.9567,390
131275,209578,F.R.O.G.: Frantic Rush of Green,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66259,38472,F1 Grand Prix,NULL,2005-09-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
178788,521,Fable,"On his sister's birthday, a young boy's village of Oakvale is raided by bandits; killing the boy's entire family. An old Hero, Maze, rescues the boy, seeing great potential in him; Maze trains the boy to become a Hero at the Heroes' Guild. Years pass; after honing his skills, Maze informs the Hero of a blind seeress living among a bandit camp near Oakvale, and advises the Hero to infiltrate the bandit camp. To the Hero's surprise, the blind seeress is actually his older sister Theresa who was taken in by Twinblade, a former Hero and the present Bandit King. After a showdown with Twinblade, the Hero is given the choice of killing or sparing the bandit.

Later on in the Hero's life, after he has gained more recognition among the people of Albion, he is invited to fight in the Arena, where he meets the legendary Hero named Jack of Blades, who runs the arena battles. As a final challenge, Jack pits the Hero against his rival, which was also once his childhood friend/room-mate back in the Guild - Whisper; when the Hero defeats her he may kill or spare her.

The Hero learns that Jack of Blades himself destroyed Oakvale during the Hero's childhood; aided by Theresa, the Hero discovers his mother alive in Bargate Prison. The Hero is captured in the rescue attempt and spends a year or more in the prison before finally escaping. Maze is revealed to be a traitor and working with Jack. Maze kidnaps Theresa. After defeating Maze, the Hero is led into a final confrontation with Jack where his mother is killed. Jack reveals that The Sword of Aeons can only be wielded if it receives the blood of Archon. The Sword of Aeons is said to be a very powerful sword of destruction. Upon the death of their mother, the Hero and Theresa are the only two remaining descendants of Archon, and if Jack destroys them both the sword will be even more powerful. After defeating Jack, the Hero must choose whether to keep the Sword of Aeons by killing his sister, or cast it away forever into a portal created by Jack of Blades' death.

Depending on the Hero's alignment and the player's choice of using or destroying the sword, there are a total of four different endings. Once the ending credits roll, players can resume their games.

In The Lost Chapters special edition, the story continues. After the defeat of Jack, the Hero must find passage to the Northern Wastes to aid a legendary hero named Scythe in stopping an unknown great evil from returning. Should the hero have discarded the Sword of Aeons he will have the opportunity to gain the sword ""Avo's Tear"", a sword of similar design and equal power but that holds a light alignment rather than dark. Avo is said to be a god that represents the light side alignment. After a series of quests revolving around this new evil, it is learned that Jack of Blades has returned. He must then defeat Jack of Blades a second time, Jack having returned from the dead in the form of a dragon. Upon the death of Jack, the hero then uses Jack's mask to capture Jack's soul, with Scythe telling him that the battle is not over and that he must destroy the mask. The hero then has the final choice of putting on the mask - being consumed by Jack in the process - or destroying it, along with Jack, forever.",2004-09-14 00:00:00.000,84,NULL,90.0000,3,84.1685,230
37763,11740,Façade,NULL,2005-07-05 00:00:00.000,NULL,NULL,NULL,NULL,75.8724,9
43200,51469,Factory Infection,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12724,43281,Fahrenheit: Special Edition,NULL,2005-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170897,695,Falcon 4.0: Allied Force,NULL,2005-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125156,201947,Falling Bush,NULL,2005-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39987,90245,Falling Sand,NULL,2005-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
158407,170260,Famicom Mini: Balloon Fight,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25105,170252,Famicom Mini: Clu Clu Land,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102588,170948,Famicom Mini: Dai-2-Ji Super Robot Taisen,NULL,2004-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185064,170261,Famicom Mini: Dig Dug,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154328,170333,Famicom Mini: Famicom Mukashibanashi - Shin Onigashima,"Once upon a time, there was an elderly couple living in Nagakushi village, a small village located far up in the mountains. The couple had no children, until one day, they were entrusted with the care of an infant boy and girl, as prophesied in a dream. The years went by, and when the two children were 8 years old, there was a terrible occurrence in the western capital. An evil dragon suddenly appeared in the city, turning humans into oni, ogres that suck away the souls of other humans. The oni advanced as far as Nagakushi village, stealing away the souls of the elderly couple. Fortunately the two children were left unharmed, and they set out on a quest to save their adopted parents, not realizing that this adventure would reveal the secret of their true origins...",2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51158,170264,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha,"The story begins with a man named Amachi discovering the fallen protagonist on the ground near a cliff. The protagonist discovers that he has lost his memory, and after recuperating, he revisits the cliff and meets a young girl named Ayumi Tachibana. He learns from Ayumi that he is an assistant detective investigating the death of Kiku Ayashiro, and heads over to the nearby Ayashiro estate located in Myoujin village. The Ayashiro family owns a huge plot of land passed down from generation to generation, but there is a strange saying in the village that the dead will return to life to kill anyone who attempts to steal the treasure of the Ayashiro family. As the protagonist investigates the mysterious death of Kiku Ayashiro, he discovers the terrifying connection between this saying and the serial killings which take place.",2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50986,170265,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo,"The prologue scene depicts an autumn night as a 15-year-old boy (the protagonist of the game) is on the run from two police officers. A man, respected by the police, decides to care of the situation by himself. The man takes the boy to a coffeehouse, where the boy explains that he ran away from his orphanage to find his parents' whereabouts. The man introduces himself as a private detective named Shunsuke Utsugi, and convinces the boy to become his assistant.

A few months later, Utsugi and the protagonist receive a phone call to check over a crime scene. The murder victim is a freshman schoolgirl named Yoko Kojima. The protagonist begins gathering information from Ushimitsu High School to solve the Yoko case and connect it with the Genjiro Kaneda case along with the help of Yoko's two high school friends; a girl named Ayumi Tachibana and a boy named Hitomi Kawaii. It soon emerges that Yoko was deep into an investigation of ""The Tale of the Girl Who Stands Behind,"" a rumor involving a ghost of a blood-soaked girl that stands behind a student, and the trio set out to discover the truth behind this rumor.",2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187460,170271,Famicom Mini: Ganbare Goemon! - Karakuri Douchuu,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152514,170268,Famicom Mini: Hikari Shinwa - Palutena no Kagami,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154178,170267,Famicom Mini: Makaimura,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90045,170287,Famicom Mini: Mario Bros.,"The story of this game revolves around two plumbers, Mario and Luigi, who are working in the sewers of New York. The sewers are overrun by waves of enemies and the Mario Bros. have to defeat the enemies and collect coins to receive their pay.",2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17260,170269,Famicom Mini: Nazo no Murasame-jou,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153942,170283,Famicom Mini: SD Gundam World - Gachapon Senshi - Scramble Wars,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154294,170253,Famicom Mini: Super Mario Bros. 2,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155108,170309,Famicom Mini: TwinBee,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155096,170318,Famicom Mini: Wrecking Crew,NULL,2004-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149091,163161,Family Feud,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32670,204555,Fanatica,"The protagonist of the game is Arshile, who has no memory of his past. He and his acquaintance Cartis travel and meed a man named Rodney who asks him has he already recalled anything.
Arshile awakes in a palace on an island, apparently being kidnapped by the mysterious man.
And so the mysteries and the painful truth start to unravel.",2005-03-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164437,188639,Fantasia Sango 2,"At the end of the Eastern Han Dynasty, the decline of the Han Dynasty led to the rise of heroes. People who were lost and disappointed in the chaotic world began to choose their own places, looking for a monarch who could bring them light. , a legend about the Three Dragons Treasures spread quickly among the people: Yinglong, the god who assisted the Yellow Emperor in defeating Chiyou, was unable to return to the sky after the war because of the filth in the world. After the death of Yinglong, the dragon's claws turned into the blue dragon sword; the long's eyes turned into the red dragon balls; and the dragon's heart turned into the jade dragon seal. It is rumored that if one of the three dragons is called king, if three dragons are obtained, the world will be conquered. This also caused the heroes of all parties to start looking for the whereabouts of the treasures.

During the late Han Dynasty, Chu Ge, Han Jing, and Chen Yan from Zhaode Village, Xiliang, a group of childhood sweethearts who each had a teenage dream, were also attacked by rumors. In the village, in addition to kidnapping Shen Yan, it also caused Han Jing to fall off a cliff... Later, in order to find Shen Yan and revive Zhaode Village, Chu Ge came to the strange Chang'an, and unintentionally rescued the princess of the Han Dynasty, Yao Zhen, Since then, he has been involved in the war in the late Han Dynasty.",2005-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172589,3914,Fantastic 4,NULL,2005-06-27 00:00:00.000,4,NULL,64.0000,5,60.8849,20
180192,209250,Fantastic 4,NULL,2005-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39000,49299,Fantastic 4: Flame On,NULL,2005-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83972,49578,Fantastic Children,NULL,2005-06-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29676,220580,Fantastic Fortune 2: Triple Star,"This love simulation title features three female main characters: Marine, Aqua and Aoi. You select one of these girls and play as her through a seven month training period as you work to become the ""Star Maiden."" During weekdays, you attend classes, building up your character's parameters. When the weekend comes around, you're off on the town, hunting for men. The game features lots of interactive conversation sequences as you choose to fall in love with a guy, make friends with a girl or work towards your stardom.",2005-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146863,220090,Fantastic Four,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174305,5831,Far Cry Instincts,NULL,2005-09-27 00:00:00.000,5,NULL,80.0000,6,83.9046,17
96947,129779,Far Til Fire: Gi'r Aldrig Op,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88761,169512,Fasmo,NULL,2005-04-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65030,39442,Faster Than Speed,NULL,2004-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176619,24161,Fatal Frame II: Crimson Butterfly - Director's Cut,"Mio and Mayu visit a spot in the forest that they used to play at during their childhood. The area is soon to be a dam site and the two sisters reminisce about the times they spent there. While remembering an accident in the forest that left Mayu's leg weak, Mio notices that her sister has disappeared. She sees Mayu chasing a crimson butterfly and, after following her, the two are spirited away into All God's Village (a.k.a. ""The Lost Village"" and ""Minakami Village"".)

Unknown to the twins, the village is the site of a mysterious ritual that failed, causing the village to be trapped in continuous night and to disappear from the region, destined to relive the events of the ritual's failure forever. The two sisters discover a newspaper clipping and photo of a couple on the outskirts of the village and decide to investigate before leaving by entering one of the nearby family houses after seeing a female ghost entering it. Inside they find the abandoned Camera Obscura, as well as the diaries of a woman who came to the village in search of her missing boyfriend, which the twins assume to be the ghost they viewed previously. Upon finding her final diary, the woman's ghost attacks the sisters in anger, forcing Mio to use the camera to exorcise her.

Although the plot of the game remained the same, a new ending called the ""Promise Ending"" was available as a conclusion to the story. The ending can be achieved by playing and completing the game on ""Nightmare"" difficulty with any rank.",2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183173,5107,Fatal Frame III: The Tormented,NULL,2005-07-28 00:00:00.000,11,NULL,81.6667,3,80.0704,24
21456,10998,Fate,NULL,2005-05-18 00:00:00.000,1,NULL,NULL,NULL,66.8202,12
3435,12329,Fate/hollow ataraxia,"The plot of Fate/hollow ataraxia is based half a year after the events of Fate/stay night. Like its preceding counterpart, the story is set in Fuyuki City. Bazett Fraga McRemitz, a member of the Mages' Association and a master in the Fifth Holy Grail War, wakes on the fourth day of the Fifth Holy Grail war with a new servant, Avenger, and no memory of what happened to her beforehand. She and Avenger set off to fight and win the Holy Grail War. 
 
Meanwhile, Shirō Emiya lives a peaceful life with all of his friends from the Fifth Holy Grail War. After one of her experiments changes time and space, Rin Tohsaka leaves for the Mages' Association in England to fix things. The Servants sense a new danger while dark creatures appear soon afterward. Shirō, as a precaution, sets off to ensure nobody is in danger and instead finds himself frequently meeting a mysterious girl, Caren Ortensia. 
 
Both Bazett and Shirō find themselves in time loop that lasts four days, beginning of the fourth day of the Fifth Holy Grail War. Each time they die or survive four days, they always awake on the first day of the loop, aware of what has happened to them since the first time loop began. Determined to end the loop, Bazett, Avenger, and Shirō fight to discover the truth behind what is causing the endless four days.",2005-10-28 00:00:00.000,4,NULL,NULL,NULL,96.9715,12
38807,46458,FBI Hostage Rescue,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96948,129778,FCK: Lille Leo Bruger Bolden,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158652,6406,Fear Factor: Unleashed,NULL,2004-11-17 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
138726,18331,Feel the Magic: XY/XX,NULL,2004-11-21 00:00:00.000,NULL,NULL,75.0000,3,70.3118,6
171155,163214,Feng Yin Dao,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111374,135101,Fiber Twig,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
